"id","from","to"
"296","HGU","TTT"
"297","HGU","ELL"
"299","HGU","1RL"
"31","LAE","SLW"
"32","LAE","ORJ"
"33","LAE","YUX"
"34","LAE","IXA"
"35","LAE","NHV"
"36","LAE","PMI"
"37","LAE","YES"
"38","LAE","LUP"
"39","LAE","LPR"
"310","LAE","HLG"
"312","LAE","TTA"
"314","LAE","GSQ"
"315","LAE","ECG"
"316","LAE","LEU"
"317","LAE","JCA"
"320","LAE","WIH"
"321","LAE","MJL"
"322","LAE","TIP"
"324","LAE","GKE"
"325","LAE","IRG"
"326","LAE","PVO"
"328","LAE","KIR"
"329","LAE","BRA"
"331","LAE","CCR"
"332","LAE","AHO"
"333","LAE","ARK"
"334","LAE","BNS"
"338","LAE","LAN"
"342","LAE","HRJ"
"343","LAE","4A9"
"345","LAE","VLV"
"346","LAE","LEX"
"347","LAE","AFZ"
"348","LAE","ICN"
"349","LAE","QUA"
"352","LAE","FWM"
"354","LAE","CDR"
"355","LAE","BWK"
"356","LAE","EVV"
"357","LAE","WBQ"
"358","LAE","ZAC"
"359","LAE","TII"
"360","LAE","JHB"
"362","LAE","SRI"
"363","LAE","SJT"
"364","LAE","ALM"
"365","LAE","HYS"
"366","LAE","RWN"
"367","LAE","IKI"
"368","LAE","NOU"
"370","LAE","TRN"
"371","LAE","DSK"
"374","LAE","BRC"
"375","LAE","ULU"
"376","LAE","YBB"
"377","LAE","FMH"
"378","LAE","TNJ"
"380","LAE","YTS"
"381","LAE","CYO"
"382","LAE","LGK"
"383","LAE","VCT"
"385","LAE","JIJ"
"386","LAE","NUX"
"387","LAE","SYH"
"388","LAE","BVS"
"389","LAE","GAF"
"390","LAE","FEN"
"392","LAE","TGM"
"393","LAE","MPU"
"398","LAE","KZB"
"40","POM","BUA"
"41","POM","NKT"
"42","POM","0W3"
"43","POM","YCB"
"44","POM","CZH"
"45","POM","URE"
"46","POM","NOR"
"47","POM","PUG"
"49","POM","TMP"
"410","POM","MLT"
"412","POM","YTO"
"413","POM","TKU"
"414","POM","CVT"
"415","POM","YIP"
"416","POM","49X"
"417","POM","TMW"
"418","POM","XGR"
"419","POM","YHA"
"420","POM","CTJ"
"422","POM","RET"
"423","POM","SAV"
"427","POM","KHM"
"430","POM","NUL"
"432","POM","CFX"
"435","POM","COF"
"437","POM","BLR"
"438","POM","AGH"
"439","POM","EVE"
"440","POM","UIT"
"441","POM","DSD"
"443","POM","KEZ"
"445","POM","MUZ"
"448","POM","GRB"
"449","POM","LBI"
"450","POM","JBR"
"451","POM","KFP"
"453","POM","BJI"
"454","POM","OMR"
"455","POM","CYP"
"457","POM","MCK"
"458","POM","IBR"
"461","POM","CGC"
"463","POM","DSM"
"465","POM","PIP"
"466","POM","WTP"
"467","POM","RRS"
"468","POM","PVS"
"469","POM","BLL"
"470","POM","NKM"
"471","POM","KKN"
"472","POM","VAK"
"474","POM","OKJ"
"477","POM","WWK"
"478","POM","QOT"
"479","POM","EDW"
"480","POM","PVO"
"482","POM","MUE"
"484","POM","NAL"
"485","POM","CSG"
"486","POM","TRG"
"487","POM","IRU"
"488","POM","LPT"
"489","POM","MFQ"
"491","POM","PFR"
"492","POM","UIO"
"493","POM","KOZ"
"495","POM","SWJ"
"496","POM","SUS"
"497","POM","KMP"
"498","POM","USM"
"499","POM","JIK"
"50","WWK","BKF"
"51","WWK","QDJ"
"52","WWK","MMY"
"54","WWK","CLT"
"55","WWK","SDM"
"56","WWK","FKI"
"58","WWK","TMP"
"59","WWK","PQQ"
"513","WWK","YQU"
"515","WWK","LUP"
"516","WWK","SHT"
"517","WWK","HOW"
"518","WWK","BKM"
"519","WWK","AKN"
"520","WWK","KRN"
"522","WWK","THF"
"523","WWK","BRE"
"524","WWK","RME"
"525","WWK","MAM"
"527","WWK","SKY"
"528","WWK","DAU"
"529","WWK","POG"
"530","WWK","PGX"
"531","WWK","YXT"
"533","WWK","NOC"
"535","WWK","TMU"
"536","WWK","ATY"
"537","WWK","FFT"
"538","WWK","MOC"
"539","WWK","FBK"
"540","WWK","HAE"
"541","WWK","DUC"
"542","WWK","COU"
"543","WWK","MAN"
"545","WWK","EBJ"
"548","WWK","CUK"
"549","WWK","SIQ"
"552","WWK","MCD"
"553","WWK","CZF"
"554","WWK","ILZ"
"556","WWK","AUF"
"557","WWK","BJA"
"559","WWK","MLJ"
"560","WWK","MFM"
"561","WWK","XYG"
"562","WWK","MBD"
"563","WWK","GUR"
"564","WWK","MJV"
"566","WWK","BII"
"567","WWK","QMJ"
"568","WWK","FCA"
"570","WWK","LSF"
"571","WWK","MUN"
"572","WWK","GXF"
"573","WWK","IXC"
"574","WWK","BDA"
"575","WWK","HSN"
"576","WWK","E25"
"578","WWK","FNE"
"581","WWK","VPS"
"582","WWK","DUR"
"583","WWK","POF"
"584","WWK","LOK"
"585","WWK","BHD"
"586","WWK","CYO"
"589","WWK","LRH"
"590","WWK","NVK"
"591","WWK","FOE"
"593","WWK","RME"
"594","WWK","YYH"
"595","WWK","SME"
"596","WWK","HER"
"598","WWK","SSN"
"599","WWK","CUE"
"61","UAK","SJI"
"63","UAK","HYL"
"65","UAK","TEF"
"66","UAK","KLV"
"67","UAK","OCV"
"68","UAK","QAS"
"69","UAK","EPS"
"611","UAK","JES"
"612","UAK","MQL"
"613","UAK","WSN"
"614","UAK","ESR"
"616","UAK","SFL"
"619","UAK","CLL"
"620","UAK","YBO"
"621","UAK","NSK"
"624","UAK","GZS"
"625","UAK","CPD"
"626","UAK","PNV"
"627","UAK","NRN"
"628","UAK","LPG"
"629","UAK","NNL"
"631","UAK","ZCO"
"632","UAK","NTL"
"633","UAK","OAL"
"634","UAK","SKV"
"635","UAK","USM"
"637","UAK","LBZ"
"638","UAK","DLA"
"639","UAK","MMV"
"640","UAK","CNL"
"641","UAK","AOL"
"643","UAK","INH"
"646","UAK","LEV"
"647","UAK","GED"
"649","UAK","WFK"
"650","UAK","SSC"
"651","UAK","LOS"
"653","UAK","NOZ"
"654","UAK","EME"
"656","UAK","NTX"
"657","UAK","PSC"
"658","UAK","EUA"
"659","UAK","WFB"
"660","UAK","LEU"
"663","UAK","PLY"
"664","UAK","ODH"
"665","UAK","MQI"
"666","UAK","LCE"
"667","UAK","L35"
"670","UAK","SRP"
"671","UAK","PSH"
"672","UAK","OSB"
"673","UAK","MLO"
"674","UAK","IMB"
"675","UAK","LYC"
"676","UAK","KMA"
"677","UAK","MCK"
"679","UAK","PHD"
"680","UAK","CTL"
"682","UAK","LLV"
"683","UAK","YPE"
"684","UAK","N53"
"685","UAK","GES"
"689","UAK","YQD"
"690","UAK","VNY"
"691","UAK","NIB"
"692","UAK","AUB"
"693","UAK","YTY"
"694","UAK","BGK"
"695","UAK","JUZ"
"696","UAK","YBY"
"697","UAK","WAR"
"698","UAK","ZGI"
"70","GOH","BWU"
"71","GOH","SR2"
"73","GOH","MVR"
"75","GOH","LCA"
"77","GOH","WVN"
"78","GOH","GRU"
"79","GOH","QKL"
"710","GOH","TDG"
"712","GOH","WUX"
"713","GOH","ERN"
"714","GOH","YYJ"
"715","GOH","WCH"
"717","GOH","SEZ"
"718","GOH","LIN"
"719","GOH","NEC"
"720","GOH","60J"
"722","GOH","RTW"
"723","GOH","CHM"
"724","GOH","CNQ"
"725","GOH","ZYA"
"726","GOH","YKS"
"729","GOH","JAB"
"730","GOH","PSL"
"731","GOH","CWL"
"732","GOH","3W2"
"733","GOH","PNB"
"734","GOH","AFY"
"737","GOH","ZKB"
"738","GOH","PNS"
"741","GOH","JOG"
"742","GOH","SOW"
"743","GOH","MFA"
"744","GOH","URA"
"745","GOH","XBK"
"746","GOH","UCT"
"749","GOH","BBR"
"750","GOH","UKX"
"751","GOH","YTA"
"753","GOH","KKX"
"754","GOH","MJV"
"755","GOH","49X"
"756","GOH","HOV"
"757","GOH","JJU"
"758","GOH","TEK"
"760","GOH","PBJ"
"761","GOH","WVN"
"762","GOH","PKV"
"764","GOH","AJL"
"767","GOH","FNL"
"769","GOH","MWX"
"770","GOH","LIO"
"771","GOH","MWX"
"773","GOH","QCY"
"774","GOH","QPA"
"775","GOH","KOP"
"776","GOH","TIZ"
"777","GOH","YPQ"
"778","GOH","LNB"
"779","GOH","YPX"
"781","GOH","EMK"
"782","GOH","ECG"
"783","GOH","MAU"
"784","GOH","YVV"
"785","GOH","RSI"
"786","GOH","TRD"
"788","GOH","LGB"
"789","GOH","AEA"
"790","GOH","YKM"
"792","GOH","PVK"
"793","GOH","BZZ"
"794","GOH","GRZ"
"796","GOH","SUL"
"797","GOH","3G3"
"798","GOH","IXS"
"81","SFJ","ZAQ"
"83","SFJ","YYE"
"84","SFJ","RDZ"
"85","SFJ","YXX"
"87","SFJ","PPK"
"88","SFJ","GOB"
"89","SFJ","GLS"
"810","SFJ","NOV"
"811","SFJ","ISW"
"813","SFJ","TUG"
"814","SFJ","YBC"
"815","SFJ","KZB"
"816","SFJ","ASA"
"817","SFJ","EWN"
"819","SFJ","NQI"
"820","SFJ","GZO"
"821","SFJ","SCK"
"822","SFJ","XFL"
"823","SFJ","OCC"
"824","SFJ","BZB"
"825","SFJ","BEV"
"826","SFJ","JOT"
"827","SFJ","DEC"
"828","SFJ","YZF"
"829","SFJ","CBG"
"830","SFJ","ITB"
"831","SFJ","RAF"
"832","SFJ","HUV"
"833","SFJ","LDH"
"834","SFJ","VCD"
"836","SFJ","OME"
"837","SFJ","TSE"
"838","SFJ","GWY"
"841","SFJ","PTU"
"843","SFJ","RLO"
"844","SFJ","FUO"
"845","SFJ","JZP"
"846","SFJ","PKB"
"847","SFJ","CEG"
"848","SFJ","FNR"
"851","SFJ","RUS"
"854","SFJ","IOW"
"855","SFJ","SZX"
"856","SFJ","INI"
"857","SFJ","MYV"
"858","SFJ","SSE"
"859","SFJ","BPC"
"860","SFJ","SYX"
"861","SFJ","KEP"
"863","SFJ","NXP"
"864","SFJ","KZI"
"865","SFJ","TEB"
"866","SFJ","MHX"
"868","SFJ","BES"
"869","SFJ","RYG"
"871","SFJ","HOW"
"872","SFJ","EAS"
"873","SFJ","NWA"
"874","SFJ","UNG"
"875","SFJ","MIV"
"878","SFJ","WMA"
"879","SFJ","MWX"
"880","SFJ","TEF"
"882","SFJ","NBG"
"883","SFJ","BNX"
"884","SFJ","UYL"
"886","SFJ","SLC"
"887","SFJ","MFI"
"889","SFJ","PPQ"
"891","SFJ","LOE"
"893","SFJ","ONQ"
"894","SFJ","C02"
"895","SFJ","MIL"
"896","SFJ","LGI"
"897","SFJ","NTE"
"898","SFJ","LYC"
"90","THU","MQH"
"92","THU","9A1"
"93","THU","KIK"
"95","THU","JZH"
"96","THU","BWB"
"97","THU","LIG"
"98","THU","ALY"
"99","THU","ETZ"
"911","THU","BWA"
"912","THU","PSC"
"913","THU","GRZ"
"915","THU","MAR"
"917","THU","SUJ"
"918","THU","CXB"
"919","THU","LTQ"
"920","THU","MNX"
"921","THU","RMT"
"923","THU","VPN"
"924","THU","NTD"
"925","THU","SAH"
"927","THU","KUY"
"929","THU","CFB"
"930","THU","XCM"
"931","THU","YAX"
"932","THU","BFX"
"933","THU","RMA"
"934","THU","LYC"
"935","THU","APZ"
"936","THU","ZRH"
"938","THU","UKY"
"939","THU","ZTH"
"940","THU","NAJ"
"943","THU","GNM"
"945","THU","LSC"
"946","THU","AUF"
"947","THU","OSS"
"948","THU","TAY"
"949","THU","WXN"
"950","THU","MHR"
"951","THU","KTG"
"952","THU","STU"
"953","THU","LNS"
"955","THU","YRQ"
"956","THU","KOV"
"958","THU","CKV"
"960","THU","TMK"
"961","THU","BKO"
"963","THU","RDN"
"964","THU","CMG"
"966","THU","MCV"
"967","THU","EGM"
"969","THU","PBR"
"970","THU","CPD"
"971","THU","GDE"
"973","THU","YIP"
"974","THU","COL"
"975","THU","ALS"
"976","THU","MOT"
"977","THU","SWJ"
"978","THU","PMG"
"979","THU","YLL"
"981","THU","SPZ"
"982","THU","KLN"
"984","THU","WZB"
"987","THU","DHM"
"988","THU","THL"
"989","THU","BHB"
"990","THU","UFA"
"991","THU","SMR"
"992","THU","NQN"
"996","THU","ROT"
"997","THU","KIA"
"998","THU","DEM"
"999","THU","TJH"
"100","AEY","SHM"
"101","AEY","PNM"
"102","AEY","STU"
"103","AEY","RIR"
"104","AEY","JFR"
"107","AEY","HGO"
"1010","AEY","OIA"
"1012","AEY","ZWU"
"1013","AEY","ILG"
"1014","AEY","SZK"
"1015","AEY","HHQ"
"1016","AEY","PHC"
"1018","AEY","YRB"
"1019","AEY","BJB"
"1020","AEY","AIA"
"1021","AEY","CXL"
"1024","AEY","MJC"
"1026","AEY","JLR"
"1027","AEY","OLS"
"1028","AEY","HOU"
"1029","AEY","ZWL"
"1030","AEY","FUE"
"1031","AEY","STY"
"1032","AEY","DIL"
"1033","AEY","IOA"
"1036","AEY","GGS"
"1037","AEY","PBP"
"1039","AEY","LXY"
"1041","AEY","7D9"
"1042","AEY","FOK"
"1043","AEY","TAG"
"1044","AEY","IGB"
"1045","AEY","HKN"
"1046","AEY","OPF"
"1047","AEY","PEQ"
"1050","AEY","DZN"
"1051","AEY","YEE"
"1052","AEY","UUU"
"1053","AEY","SPI"
"1054","AEY","FMO"
"1055","AEY","YHZ"
"1057","AEY","MXN"
"1059","AEY","OGL"
"1060","AEY","MOW"
"1061","AEY","MVD"
"1063","AEY","MIE"
"1064","AEY","OBS"
"1065","AEY","UJE"
"1066","AEY","RUM"
"1067","AEY","CHQ"
"1068","AEY","NMA"
"1069","AEY","EMK"
"1070","AEY","SBD"
"1072","AEY","KWZ"
"1073","AEY","FBD"
"1074","AEY","IDL"
"1075","AEY","YNY"
"1076","AEY","UMS"
"1077","AEY","PMP"
"1078","AEY","SDY"
"1079","AEY","DSD"
"1080","AEY","YIO"
"1081","AEY","STW"
"1082","AEY","NST"
"1084","AEY","FTI"
"1085","AEY","IZA"
"1086","AEY","PPB"
"1087","AEY","BQK"
"1088","AEY","YEV"
"1089","AEY","BCO"
"1090","AEY","AWD"
"1091","AEY","JAF"
"1092","AEY","SOF"
"1093","AEY","KIW"
"1095","AEY","SIQ"
"1096","AEY","XCR"
"1098","AEY","MTS"
"1099","AEY","HIR"
"110","EGS","NEC"
"111","EGS","VCT"
"112","EGS","1RL"
"113","EGS","UTK"
"114","EGS","ERZ"
"115","EGS","AGV"
"116","EGS","NQY"
"117","EGS","INK"
"118","EGS","HOF"
"119","EGS","NNY"
"1110","EGS","UNT"
"1111","EGS","YWM"
"1112","EGS","YEO"
"1113","EGS","IXW"
"1114","EGS","PNT"
"1115","EGS","MZI"
"1116","EGS","AVB"
"1118","EGS","PYP"
"1119","EGS","WUN"
"1120","EGS","YNE"
"1121","EGS","TVU"
"1122","EGS","CMK"
"1123","EGS","PAH"
"1124","EGS","IXU"
"1125","EGS","CQF"
"1126","EGS","BHE"
"1127","EGS","CMI"
"1128","EGS","ZYL"
"1129","EGS","XCD"
"1130","EGS","PMI"
"1131","EGS","EAA"
"1133","EGS","VSA"
"1134","EGS","JED"
"1135","EGS","ZCL"
"1137","EGS","DEC"
"1138","EGS","CSO"
"1139","EGS","TAK"
"1140","EGS","DUH"
"1141","EGS","PMC"
"1142","EGS","DUS"
"1144","EGS","BOD"
"1145","EGS","CWB"
"1147","EGS","LUK"
"1149","EGS","TIW"
"1150","EGS","ZML"
"1151","EGS","GEX"
"1152","EGS","REP"
"1153","EGS","DOY"
"1156","EGS","KMP"
"1157","EGS","DDG"
"1158","EGS","PBI"
"1159","EGS","ESS"
"1160","EGS","IGU"
"1162","EGS","LIT"
"1163","EGS","IGR"
"1164","EGS","HMJ"
"1165","EGS","ZMM"
"1166","EGS","WRG"
"1167","EGS","ELT"
"1168","EGS","NAH"
"1169","EGS","MXL"
"1171","EGS","MEB"
"1172","EGS","MPP"
"1173","EGS","JNZ"
"1175","EGS","LRF"
"1176","EGS","MXM"
"1178","EGS","IXE"
"1179","EGS","BZN"
"1180","EGS","PGV"
"1181","EGS","SYD"
"1182","EGS","MIU"
"1183","EGS","WPR"
"1184","EGS","ZAL"
"1185","EGS","CNP"
"1186","EGS","QPZ"
"1189","EGS","K03"
"1190","EGS","GWD"
"1191","EGS","KMO"
"1192","EGS","LAX"
"1193","EGS","AUK"
"1195","EGS","YPR"
"1196","EGS","MUX"
"1197","EGS","CSK"
"1198","EGS","YOD"
"1199","EGS","MHP"
"120","HFN","TIV"
"121","HFN","CYB"
"122","HFN","FRA"
"123","HFN","YGO"
"124","HFN","UVF"
"127","HFN","TSB"
"1211","HFN","MNB"
"1212","HFN","SVH"
"1213","HFN","HOQ"
"1214","HFN","BDL"
"1215","HFN","YSO"
"1217","HFN","NPZ"
"1221","HFN","KME"
"1222","HFN","YYN"
"1224","HFN","RBM"
"1226","HFN","BLV"
"1227","HFN","369"
"1228","HFN","PEI"
"1229","HFN","XBJ"
"1230","HFN","CVF"
"1231","HFN","HMB"
"1233","HFN","PUY"
"1234","HFN","PDK"
"1235","HFN","HUF"
"1236","HFN","MJT"
"1238","HFN","MKU"
"1239","HFN","CIU"
"1240","HFN","FBD"
"1242","HFN","BXE"
"1243","HFN","RLK"
"1244","HFN","ALM"
"1245","HFN","FEZ"
"1246","HFN","ACE"
"1247","HFN","KRP"
"1248","HFN","CBH"
"1249","HFN","PKW"
"1250","HFN","PNR"
"1252","HFN","SDG"
"1254","HFN","BKC"
"1255","HFN","LVR"
"1257","HFN","QHR"
"1259","HFN","FRD"
"1260","HFN","NAW"
"1261","HFN","GTA"
"1263","HFN","YCH"
"1264","HFN","IQT"
"1265","HFN","LEC"
"1266","HFN","ESD"
"1267","HFN","MVL"
"1268","HFN","VAV"
"1269","HFN","KOE"
"1271","HFN","LER"
"1272","HFN","HIN"
"1273","HFN","ZCO"
"1275","HFN","KWT"
"1277","HFN","OTH"
"1278","HFN","UVF"
"1280","HFN","EMP"
"1281","HFN","YKX"
"1282","HFN","LCA"
"1283","HFN","MXS"
"1286","HFN","FAI"
"1288","HFN","NAL"
"1289","HFN","EVV"
"1290","HFN","BUR"
"1291","HFN","XZK"
"1292","HFN","DOU"
"1296","HFN","MGN"
"1297","HFN","MYU"
"1298","HFN","FBS"
"1299","HFN","BE2"
"130","HZK","WSD"
"131","HZK","LUV"
"132","HZK","ANN"
"134","HZK","KRR"
"135","HZK","CIS"
"137","HZK","BGW"
"139","HZK","IJD"
"1310","HZK","UPP"
"1311","HZK","MMZ"
"1314","HZK","KIS"
"1315","HZK","MLA"
"1316","HZK","DLZ"
"1317","HZK","ICT"
"1320","HZK","XPG"
"1323","HZK","SID"
"1328","HZK","YFX"
"1329","HZK","ADE"
"1331","HZK","YZW"
"1332","HZK","ZGU"
"1335","HZK","KEH"
"1336","HZK","AFS"
"1337","HZK","TUG"
"1338","HZK","2J9"
"1339","HZK","ARD"
"1341","HZK","SLX"
"1344","HZK","ULD"
"1345","HZK","KIO"
"1346","HZK","BEJ"
"1347","HZK","OGX"
"1349","HZK","YER"
"1350","HZK","TLM"
"1352","HZK","AQG"
"1353","HZK","TST"
"1354","HZK","HIA"
"1355","HZK","MAX"
"1356","HZK","KGP"
"1357","HZK","YDT"
"1359","HZK","BTS"
"1362","HZK","YTH"
"1363","HZK","XMU"
"1364","HZK","WRO"
"1365","HZK","LUM"
"1367","HZK","UGN"
"1368","HZK","BLT"
"1369","HZK","CDC"
"1370","HZK","YRM"
"1372","HZK","KRK"
"1374","HZK","CFB"
"1375","HZK","RIG"
"1376","HZK","YBO"
"1377","HZK","GRP"
"1378","HZK","AMM"
"1379","HZK","YLD"
"1381","HZK","RVK"
"1382","HZK","SOZ"
"1384","HZK","UDE"
"1387","HZK","PUQ"
"1388","HZK","LDK"
"1389","HZK","ODS"
"1390","HZK","YWM"
"1391","HZK","YPW"
"1393","HZK","POS"
"1394","HZK","STU"
"1395","HZK","JMK"
"1396","HZK","OAR"
"1397","HZK","NON"
"1398","HZK","VBS"
"1399","HZK","IXZ"
"140","IFJ","YKQ"
"142","IFJ","IXZ"
"143","IFJ","MSH"
"144","IFJ","UTN"
"145","IFJ","SAX"
"147","IFJ","YHN"
"148","IFJ","CYC"
"1410","IFJ","RDC"
"1412","IFJ","BMX"
"1413","IFJ","CND"
"1414","IFJ","QLT"
"1415","IFJ","OAJ"
"1417","IFJ","CTC"
"1418","IFJ","BFM"
"1420","IFJ","BST"
"1421","IFJ","SNC"
"1422","IFJ","TPJ"
"1424","IFJ","NRT"
"1425","IFJ","MYD"
"1426","IFJ","AVW"
"1427","IFJ","SPI"
"1428","IFJ","SHX"
"1429","IFJ","TEA"
"1430","IFJ","LPK"
"1431","IFJ","WMR"
"1434","IFJ","BAZ"
"1435","IFJ","HMV"
"1437","IFJ","BXO"
"1438","IFJ","MMO"
"1439","IFJ","YPW"
"1440","IFJ","ZAD"
"1441","IFJ","SBY"
"1443","IFJ","ANC"
"1444","IFJ","CCV"
"1445","IFJ","IKI"
"1447","IFJ","UEL"
"1448","IFJ","CKZ"
"1449","IFJ","USQ"
"1451","IFJ","HOP"
"1452","IFJ","YDQ"
"1453","IFJ","ATT"
"1454","IFJ","APN"
"1455","IFJ","NIB"
"1456","IFJ","ANS"
"1457","IFJ","54J"
"1458","IFJ","FCM"
"1459","IFJ","ESL"
"1461","IFJ","YOO"
"1462","IFJ","UAM"
"1464","IFJ","VQS"
"1465","IFJ","PLX"
"1466","IFJ","TTJ"
"1467","IFJ","RKS"
"1468","IFJ","AJF"
"1469","IFJ","QMJ"
"1470","IFJ","BOI"
"1471","IFJ","IKO"
"1474","IFJ","GAD"
"1475","IFJ","SLN"
"1476","IFJ","AJR"
"1477","IFJ","FYU"
"1478","IFJ","CMG"
"1479","IFJ","YMM"
"1480","IFJ","ROV"
"1482","IFJ","HER"
"1483","IFJ","HOT"
"1486","IFJ","SEN"
"1487","IFJ","MFE"
"1488","IFJ","TRS"
"1489","IFJ","GVT"
"1490","IFJ","TMR"
"1492","IFJ","VNS"
"1493","IFJ","BLK"
"1494","IFJ","AGN"
"1496","IFJ","NLT"
"1497","IFJ","SWS"
"1498","IFJ","VDZ"
"1499","IFJ","UVA"
"150","KEF","AZI"
"151","KEF","LOV"
"152","KEF","PMI"
"154","KEF","SJT"
"156","KEF","SGD"
"157","KEF","DVD"
"158","KEF","ULA"
"159","KEF","LOP"
"1510","KEF","CIS"
"1511","KEF","PPP"
"1513","KEF","RND"
"1514","KEF","VOK"
"1515","KEF","SXB"
"1517","KEF","AHE"
"1518","KEF","SCE"
"1519","KEF","NQU"
"1520","KEF","NYE"
"1522","KEF","AKX"
"1523","KEF","GDV"
"1524","KEF","SLU"
"1526","KEF","PLH"
"1527","KEF","KMJ"
"1528","KEF","ATK"
"1530","KEF","AOS"
"1531","KEF","TYS"
"1532","KEF","XCM"
"1533","KEF","PLN"
